time,gFx,gFy,gFz,TgF
28.437925979,0.0335,-0.0033,1.0283,1.029
28.447814325,0.0313,-0.0238,1.0175,1.018
28.469327633,0.0192,-0.0281,1.0246,1.025
28.471491441,0.0365,0.0053,1.0294,1.030
28.493138902,0.0268,-0.0175,1.0142,1.015
28.494382749,0.0456,0.0299,1.0394,1.041
28.497908402,0.0479,0.0044,1.0256,1.027
28.508407018,0.0397,-0.0106,1.0363,1.037
28.517923979,0.0428,-0.0048,1.0407,1.042
28.527904479,0.0197,-0.0376,1.0360,1.037
28.537983095,0.0337,0.0015,1.0344,1.035
28.548191056,0.0336,-0.0099,1.0332,1.034
28.569362748,0.0293,0.0083,1.0148,1.015
28.571142556,0.0429,0.0178,1.0139,1.015
28.596960672,0.0242,-0.0210,1.0157,1.016
28.598416325,0.0423,-0.0009,1.0241,1.025
28.599197518,0.0277,-0.0347,1.0146,1.016
28.609235402,0.0151,-0.0177,1.0252,1.025
28.617968095,0.0462,-0.0012,1.0381,1.039
28.628121671,0.0474,0.0010,1.0630,1.064
28.637934018,0.0511,0.0357,1.0432,1.045
28.647967479,0.0425,-0.0104,1.0304,1.031
28.669605287,0.0205,-0.0049,1.0313,1.032
28.671945556,0.0335,-0.0172,1.0217,1.022
28.695764748,0.0195,-0.0325,1.0283,1.029
28.69746321,0.0417,0.0090,1.0493,1.050
28.699564441,0.0337,-0.0147,1.0277,1.028
28.709702518,0.0342,0.0180,1.0333,1.034
28.718204402,0.0537,0.0094,1.0411,1.043
28.72768521,0.0417,-0.0072,1.0522,1.053
28.737737825,0.0563,0.0057,1.0462,1.048
28.747483441,0.0226,-0.0369,1.0208,1.022
28.762302748,0.0129,-0.0116,0.9887,0.989
28.767655133,0.0294,-0.0177,0.9949,0.996
28.777552364,0.0244,0.0034,1.0196,1.020
28.787882171,0.0616,0.0290,1.0383,1.041
28.798017479,0.0304,-0.0221,1.0129,1.014
28.809431556,0.0346,-0.0010,1.0202,1.021
28.817964248,0.0338,-0.0340,1.0125,1.014
28.827815556,0.0204,-0.0198,1.0170,1.017
28.838123787,0.0512,0.0042,1.0362,1.037
28.848061287,0.0357,-0.0099,1.0246,1.025
28.870605825,0.0473,0.0374,1.0343,1.036
28.872377171,0.0473,-0.0081,1.0246,1.026
28.904269325,0.0270,-0.0059,1.0241,1.025
28.905551479,0.0413,-0.0097,1.0312,1.032
28.90630071,0.0178,-0.0393,1.0136,1.015
28.915811402,0.0309,0.0051,1.0238,1.024
28.917901979,0.0329,-0.0176,1.0142,1.015
28.92783821,0.0255,0.0125,1.0053,1.006
28.938096594,0.0351,0.0054,1.0113,1.012
28.947823364,0.0287,-0.0186,1.0240,1.025
28.958184479,0.0348,-0.0186,1.0202,1.021
28.971579056,0.0274,-0.0368,1.0225,1.024
28.996507633,0.0274,-0.0368,1.0225,1.024
28.998061748,0.0304,-0.0035,1.0268,1.027
28.99883994,0.0458,-0.0054,1.0365,1.037
29.008851364,0.0379,0.0038,1.0359,1.037
29.017812287,0.0458,0.0276,1.0207,1.022
29.027983633,0.0379,-0.0210,1.0213,1.022
29.037828825,0.0396,0.0004,1.0302,1.031
29.047796671,0.0412,-0.0236,1.0230,1.024
29.058965056,0.0330,-0.0215,1.0265,1.027
29.073782402,0.0401,0.0026,1.0239,1.025
29.101634479,0.0344,-0.0127,1.0278,1.028
29.103036594,0.0563,0.0325,1.0451,1.047
29.10401471,0.0525,0.0020,1.0421,1.043
29.10863921,0.0401,-0.0038,1.0438,1.045
29.11806744,0.0398,-0.0092,1.0295,1.030
29.127953979,0.0109,-0.0381,1.0245,1.025
29.138069556,0.0300,0.0028,1.0307,1.031
29.147838402,0.0481,-0.0078,1.0488,1.050
29.158219402,0.0375,0.0148,1.0359,1.037
29.168953133,0.0420,0.0090,1.0106,1.011
29.198702363,0.0193,-0.0226,1.0140,1.014
29.200117633,0.0324,-0.0034,1.0228,1.023
29.201161094,0.0261,-0.0384,1.0180,1.019
29.207946248,0.0266,-0.0106,1.0217,1.022
29.218001594,0.0369,-0.0086,1.0201,1.021
29.228020402,0.0235,-0.0035,1.0243,1.025
29.237854056,0.0646,0.0385,1.0615,1.064
29.24786171,0.0591,-0.0045,1.0690,1.071
29.258116748,0.0332,-0.0048,1.0277,1.028
29.271435517,0.0274,-0.0302,1.0045,1.005
29.297309786,0.0081,-0.0290,1.0040,1.004
29.298777979,0.0277,-0.0045,1.0065,1.007
29.299628209,0.0171,-0.0205,1.0019,1.002
29.308039825,0.0170,0.0162,0.9871,0.987
29.317896863,0.0271,-0.0145,0.9870,0.987
29.328174709,0.0177,-0.0136,1.0006,1.001
29.338088094,0.0497,-0.0024,1.0387,1.040
29.348074402,0.0249,-0.0330,1.0371,1.038
29.357920056,0.0324,0.0083,1.0357,1.036
29.368088632,0.0391,-0.0128,1.0269,1.028
29.395799094,0.0308,0.0118,1.0266,1.027
29.397462786,0.0509,0.0166,1.0261,1.027
29.398559209,0.0355,-0.0200,1.0256,1.026
29.40794094,0.0351,-0.0023,1.0223,1.023
29.418153671,0.0341,-0.0398,1.0134,1.015
29.428360479,0.0347,-0.0053,1.0421,1.043
29.437978594,0.0126,-0.0211,0.9726,0.973
29.447974863,0.0051,-0.0189,0.9782,0.978
29.458131209,0.0376,0.0236,1.0103,1.011
29.472186171,0.0272,-0.0259,0.9932,0.994
29.498385555,0.0259,-0.0066,1.0136,1.014
29.499850555,0.0406,-0.0226,1.0180,1.019
29.500898902,0.0194,-0.0311,1.0206,1.021
29.507928979,0.0509,0.0092,1.0567,1.058
29.517837017,0.0634,-0.0022,1.0779,1.080
29.52829744,0.0624,0.0407,1.0797,1.082
29.53785644,0.0611,0.0067,1.0543,1.056
29.547908209,0.0421,-0.0104,1.0499,1.051
29.558025632,0.0614,0.0057,1.0598,1.062
29.568376325,0.0296,-0.0382,1.0207,1.022
29.598247286,0.0399,0.0056,1.0367,1.037
29.599438171,0.0430,-0.0099,1.0354,1.036
29.600410863,0.0365,0.0083,1.0318,1.033
29.60780744,0.0420,0.0189,1.0170,1.018
29.617808825,0.0248,-0.0246,1.0091,1.010
29.628191978,0.0321,-0.0011,1.0230,1.024
29.637914786,0.0321,-0.0011,1.0230,1.024
29.647973363,0.0330,-0.0298,1.0343,1.035
29.658023017,0.0325,-0.0145,1.0422,1.043
29.669945248,0.0619,0.0075,1.0641,1.066
29.706208055,0.0285,-0.0120,1.0167,1.017
29.707892555,0.0467,0.0307,1.0238,1.025
29.70892344,0.0342,-0.0143,1.0188,1.019
29.709721863,0.0266,-0.0066,1.0208,1.021
29.718041901,0.0349,-0.0164,1.0180,1.019
29.729052786,0.0093,-0.0382,1.0042,1.005
29.738171401,0.0332,0.0022,1.0251,1.026
29.748797401,0.0286,-0.0150,1.0184,1.019
29.757969632,0.0353,0.0208,1.0203,1.021
29.768804401,0.0445,0.0049,1.0183,1.019
29.783826248,0.0321,-0.0134,1.0328,1.033
29.787600363,0.0440,-0.0045,1.0356,1.037
29.797553709,0.0226,-0.0344,1.0284,1.029
29.807546248,0.0303,-0.0013,1.0205,1.021
29.817560709,0.0504,-0.0053,1.0467,1.048
29.828254555,0.0290,0.0029,1.0159,1.016
29.837624863,0.0448,0.0162,1.0058,1.007
29.848238286,0.0274,-0.0210,1.0119,1.013
29.858173978,0.0340,-0.0032,1.0181,1.019
29.872617094,0.0445,-0.0274,1.0360,1.037
29.905933286,0.0281,-0.0104,1.0451,1.046
29.907275824,0.0515,0.0028,1.0509,1.052
29.908689824,0.0326,-0.0087,1.0350,1.036
29.909565247,0.0440,0.0293,1.0186,1.020
29.917803747,0.0376,-0.0155,1.0068,1.008
29.929466055,0.0347,-0.0155,1.0323,1.033
29.937910094,0.0379,-0.0149,1.0265,1.027
29.947814786,0.0147,-0.0347,1.0084,1.009
29.958042286,0.0353,0.0040,1.0200,1.021
29.972648901,0.0401,-0.0150,1.0410,1.042
30.008291055,0.0338,0.0226,1.0398,1.041
30.009481401,0.0443,0.0056,1.0201,1.021
30.010365094,0.0260,-0.0162,1.0302,1.031
30.01139594,0.0189,-0.0089,0.9947,0.995
30.019364901,0.0145,-0.0451,0.9999,1.001
30.030901324,0.0228,-0.0016,1.0168,1.017
30.03792544,0.0425,-0.0051,1.0260,1.027
30.047761517,0.0332,0.0037,1.0301,1.031
30.057933786,0.0446,0.0269,1.0169,1.018
30.073899209,0.0194,-0.0281,0.9951,0.996
30.100688978,0.0241,-0.0042,1.0119,1.012
30.101889901,0.0258,-0.0335,1.0061,1.007
30.102697132,0.0066,-0.0275,1.0059,1.006
30.107821286,0.0186,-0.0059,0.9996,1.000
30.117895747,0.0227,-0.0171,1.0057,1.006
30.130138824,0.0302,0.0268,1.0091,1.010
30.138134517,0.0233,-0.0161,0.9883,0.989
30.148102632,0.0132,-0.0183,0.9982,0.998
30.158226017,0.0281,-0.0136,1.0172,1.018
30.174054824,0.0255,-0.0347,1.0359,1.037
30.178287363,0.0368,0.0053,1.0305,1.031
30.208799555,0.0431,-0.0106,1.0451,1.046
30.210192747,0.0526,0.0220,1.0589,1.060
30.211217555,0.0509,0.0155,1.0256,1.027
30.220351209,0.0263,-0.0191,1.0177,1.018
30.22834044,0.0376,-0.0013,1.0175,1.018
30.237814132,0.0338,-0.0370,1.0222,1.023
30.248202555,0.0233,-0.0092,1.0299,1.030
30.258094632,0.0419,-0.0061,1.0230,1.024
30.271584632,0.0293,-0.0034,1.0177,1.018
30.279413055,0.0476,0.0280,1.0258,1.027
30.30253544,0.0352,-0.0203,1.0153,1.016
30.303994863,0.0347,-0.0027,1.0258,1.026
30.308228055,0.0347,-0.0027,1.0258,1.026
30.318151209,0.0366,-0.0206,1.0287,1.030
30.328242709,0.0225,-0.0247,1.0230,1.024
30.338185824,0.0417,0.0037,1.0328,1.034
30.348220555,0.0275,-0.0123,1.0188,1.019
30.358266439,0.0354,0.0237,1.0089,1.010
30.373785786,0.0404,-0.0059,1.0108,1.012
30.378217863,0.0279,-0.0103,1.0185,1.019
30.407533401,0.0395,-0.0104,1.0293,1.030
30.409026939,0.0235,-0.0365,1.0323,1.033
30.409956401,0.0390,0.0038,1.0390,1.040
30.419029555,0.0329,-0.0171,1.0139,1.015
30.428342055,0.0330,0.0120,1.0306,1.031
30.438078401,0.0522,0.0143,1.0267,1.028
30.447662324,0.0307,-0.0176,1.0334,1.034
30.457656593,0.0428,0.0022,1.0371,1.038
30.468474401,0.0258,-0.0385,1.0240,1.025
30.477852132,0.0105,-0.0169,1.0047,1.005
30.491676209,0.0418,-0.0090,1.0210,1.022
30.49922017,0.0304,-0.0044,1.0265,1.027
30.507749132,0.0415,0.0275,1.0100,1.011
30.517750824,0.0381,-0.0195,1.0122,1.013
30.527955132,0.0324,-0.0020,1.0214,1.022
30.538115016,0.0420,-0.0214,1.0268,1.028
30.548202824,0.0349,-0.0231,1.0372,1.038
30.558196516,0.0436,0.0077,1.0371,1.038
30.568157016,0.0351,-0.0129,1.0324,1.033
30.57840167,0.0397,0.0270,1.0221,1.023
30.592986362,0.0481,-0.0001,1.0233,1.024
30.624885785,0.0327,-0.0098,1.0361,1.037
30.626280978,0.0458,-0.0051,1.0339,1.035
30.627329132,0.0237,-0.0392,1.0393,1.040
30.62866967,0.0311,0.0028,1.0319,1.032
30.638066247,0.0412,-0.0136,1.0272,1.028
30.648695555,0.0272,0.0051,1.0213,1.022
30.657915862,0.0369,0.0117,0.9871,0.988
30.667978978,0.0191,-0.0290,0.9926,0.993
30.678086978,0.0381,0.0006,1.0241,1.025
30.690747632,0.0197,-0.0414,0.9920,0.993
30.714695747,0.0176,-0.0169,1.0227,1.023
30.715937555,0.0304,-0.0075,1.0146,1.015
30.717866132,0.0241,-0.0132,1.0095,1.010
30.728250324,0.0192,0.0154,0.9690,0.969
30.737759478,0.0166,-0.0292,0.9725,0.973
30.74811067,0.0338,-0.0082,1.0114,1.012
30.758069247,0.0700,-0.0034,1.0756,1.078
30.775281785,0.0540,-0.0137,1.0906,1.092
30.778862285,0.0486,0.0150,1.0604,1.062
30.809027631,0.0497,-0.0072,1.0586,1.060
30.81036067,0.0420,0.0272,1.0405,1.042
30.811262362,0.0485,0.0065,1.0280,1.029
30.820903516,0.0336,-0.0125,1.0272,1.028
30.827772362,0.0399,-0.0021,1.0339,1.035
30.837752747,0.0326,-0.0360,1.0395,1.041
30.847854708,0.0319,0.0026,1.0405,1.041
30.857653439,0.0338,-0.0114,1.0236,1.024
30.871894247,0.0330,0.0076,1.0285,1.029
30.877844708,0.0442,0.0220,1.0203,1.022
30.892784208,0.0246,-0.0236,1.0032,1.004
30.901054631,0.0450,0.0005,1.0284,1.029
30.907805708,0.0398,-0.0325,1.0249,1.026
30.917599016,0.0396,-0.0114,1.0387,1.039
30.927721901,0.0602,0.0024,1.0426,1.044
30.937555939,0.0398,-0.0068,1.0398,1.041
30.947826247,0.0480,0.0298,1.0260,1.028
30.957782401,0.0435,-0.0128,1.0129,1.014
30.967723516,0.0346,-0.0039,1.0197,1.020
30.977619747,0.0346,-0.0039,1.0197,1.020
30.991540785,0.0341,-0.0184,1.0118,1.013
31.018542901,0.0226,-0.0001,1.0105,1.011
31.019850324,0.0226,-0.0001,1.0105,1.011
31.020811862,0.0349,-0.0136,1.0370,1.038
31.027819631,0.0266,0.0161,1.0134,1.014
31.038146208,0.0525,0.0103,1.0330,1.034
31.048828401,0.0401,-0.0072,1.0438,1.045
31.058301208,0.0520,0.0056,1.0421,1.043
31.072506054,0.0288,-0.0374,1.0293,1.030
31.078395747,0.0355,0.0004,1.0344,1.035
31.10270217,0.0324,-0.0151,1.0178,1.018
31.104190208,0.0177,-0.0001,1.0089,1.009
31.1082089,0.0388,0.0189,1.0019,1.003
31.118056054,0.0233,-0.0268,1.0080,1.009
31.128040939,0.0282,-0.0035,1.0191,1.020
31.138034439,0.0371,-0.0318,1.0239,1.025
31.149458439,0.0230,-0.0193,1.0262,1.027
31.15815117,0.0470,0.0029,1.0339,1.035
31.168085093,0.0447,-0.0092,1.0289,1.030
31.178059593,0.0476,0.0321,1.0212,1.023
31.192370131,0.0454,-0.0100,1.0180,1.019
31.221107362,0.0271,-0.0093,1.0126,1.013
31.222685093,0.0407,-0.0116,1.0244,1.025
31.22367067,0.0138,-0.0380,1.0177,1.018
31.227976747,0.0331,0.0028,1.0289,1.029
31.238090785,0.0354,-0.0176,1.0223,1.023
31.250367362,0.0364,0.0187,1.0299,1.031
31.258086631,0.0548,0.0128,1.0305,1.032
31.267921323,0.0228,-0.0198,1.0180,1.018
31.278250054,0.0410,0.0012,1.0339,1.035
31.29144917,0.0386,-0.0327,1.0350,1.036
31.323368516,0.0311,-0.0002,1.0398,1.040
31.324575208,0.0430,-0.0054,1.0306,1.032
31.325402708,0.0294,0.0009,1.0334,1.034
31.328491246,0.0507,0.0298,1.0299,1.032
31.337921054,0.0364,-0.0191,1.0247,1.026
31.348762285,0.0358,0.0005,1.0343,1.035
31.3580124,0.0458,-0.0205,1.0406,1.042
31.374675131,0.0304,-0.0205,1.0311,1.032
31.377969093,0.0431,0.0027,1.0243,1.025
31.403728323,0.0453,-0.0071,1.0404,1.041
31.405044977,0.0448,0.0307,1.0360,1.037
31.408101439,0.0454,-0.0062,1.0266,1.028
31.417876285,0.0292,-0.0109,1.0223,1.023
31.428151285,0.0423,-0.0097,1.0240,1.025
31.437834862,0.0252,-0.0374,1.0219,1.023
31.449665054,0.0392,0.0028,1.0212,1.022
31.458211131,0.0377,-0.0165,1.0241,1.025
31.468255093,0.0358,0.0117,1.0205,1.021
31.478264746,0.0440,0.0084,1.0207,1.022
31.493444785,0.0298,-0.0182,1.0272,1.028
31.529056477,0.0348,-0.0015,1.0236,1.024
31.530848592,0.0327,-0.0368,1.0268,1.028
31.532505054,0.0280,-0.0060,1.0272,1.028
31.533672323,0.0417,-0.0065,1.0289,1.030
31.540190785,0.0259,-0.0062,1.0146,1.015
31.548159977,0.0487,0.0297,1.0340,1.036
31.557991439,0.0310,-0.0175,1.0254,1.026
31.571703977,0.0424,0.0050,1.0433,1.044
31.577869862,0.0351,-0.0249,1.0261,1.027
31.5914709,0.0183,-0.0255,1.0329,1.033
31.597704323,0.0380,0.0032,1.0271,1.028
31.607913285,0.0346,-0.0128,1.0291,1.030
31.617900477,0.0490,0.0320,1.0395,1.041
31.627832708,0.0456,-0.0044,1.0139,1.015
31.6377964,0.0057,-0.0195,0.9766,0.977
31.648375362,0.0057,-0.0082,1.0133,1.013
31.6580789,0.0373,-0.0082,1.0133,1.014
31.677348669,0.0300,-0.0333,1.0427,1.044
31.679156015,0.0303,0.0024,1.0217,1.022
31.708006208,0.0210,-0.0216,1.0084,1.009
31.709730015,0.0344,0.0132,1.0456,1.046
31.711042015,0.0573,0.0199,1.0370,1.039
31.719234362,0.0303,-0.0209,1.0213,1.022
31.728013285,0.0333,-0.0011,1.0203,1.021
31.737913746,0.0274,-0.0374,1.0213,1.022
31.7480779,0.0325,-0.0057,1.0447,1.045
31.757934708,0.0439,-0.0011,1.0363,1.037
31.776685285,0.0342,-0.0013,1.0312,1.032
31.778857015,0.0480,0.0320,1.0272,1.029
31.802145669,0.0371,-0.0156,1.0194,1.020
31.803507708,0.0276,-0.0055,1.0142,1.015
31.8081769,0.0353,-0.0203,1.0181,1.019
31.818254131,0.0186,-0.0280,1.0243,1.025
31.827909208,0.0346,0.0021,1.0235,1.024
31.838277054,0.0258,-0.0181,1.0059,1.006
31.848092669,0.0320,0.0226,1.0075,1.008
31.857807323,0.0489,-0.0005,1.0116,1.013
31.874278246,0.0249,-0.0137,1.0122,1.013
31.877773323,0.0413,-0.0075,1.0232,1.024
31.898134631,0.0195,-0.0424,1.0156,1.017
31.899441323,0.0261,-0.0006,1.0257,1.026
31.907921054,0.0396,-0.0137,1.0288,1.030
31.917990746,0.0340,0.0104,1.0285,1.029
31.927955361,0.0467,0.0191,1.0147,1.016
31.937835708,0.0344,-0.0194,1.0158,1.017
31.948160092,0.0326,-0.0015,1.0188,1.019
31.957913131,0.0335,-0.0344,1.0161,1.017
31.977623323,0.0270,-0.0160,1.0106,1.011
31.979258246,0.0387,-0.0031,1.0228,1.024
32.000737323,0.0357,-0.0055,1.0260,1.027
32.0021314,0.0508,0.0314,1.0302,1.032
32.007863708,0.0376,-0.0147,1.0186,1.019
32.017768092,0.0340,-0.0032,1.0329,1.033
32.027862323,0.0440,-0.0159,1.0326,1.034
32.037626477,0.0269,-0.0269,1.0354,1.036
32.047707208,0.0359,0.0043,1.0247,1.025
32.057839361,0.0324,-0.0173,1.0247,1.025
32.072181207,0.0490,0.0272,1.0367,1.038
32.077681207,0.0492,0.0038,1.0184,1.020
32.087634246,0.0369,-0.0115,1.0337,1.034
32.0977429,0.0412,-0.0039,1.0373,1.038
32.107821015,0.0276,-0.0363,1.0398,1.041
32.117797554,0.0309,0.0032,1.0312,1.032
32.127662284,0.0330,-0.0112,1.0272,1.028
32.138122438,0.0396,0.0093,1.0400,1.041
32.148165207,0.0594,0.0252,1.0346,1.037
32.158049823,0.0379,-0.0180,1.0381,1.039
32.179192477,0.0425,0.0007,1.0328,1.034
32.180897515,0.0390,-0.0315,1.0284,1.030
32.215991784,0.0292,-0.0184,1.0322,1.033
32.218543746,0.0497,0.0011,1.0293,1.030
32.2192979,0.0285,-0.0126,1.0126,1.013
32.219957169,0.0448,0.0330,1.0148,1.016
32.227760784,0.0379,-0.0118,1.0092,1.010
32.237947938,0.0429,-0.0009,1.0443,1.045
32.247786246,0.0418,-0.0126,1.0355,1.036
32.257858207,0.0232,-0.0316,1.0354,1.036
32.2779684,0.0396,0.0068,1.0338,1.035
32.27956763,0.0330,-0.0145,1.0279,1.029
32.316080707,0.0360,0.0206,1.0335,1.034
32.318458169,0.0478,0.0093,1.0293,1.030
32.319425015,0.0290,-0.0159,1.0238,1.024
32.320283861,0.0426,-0.0034,1.0261,1.027
32.327789053,0.0426,-0.0034,1.0261,1.027
32.337915092,0.0304,-0.0387,1.0343,1.035
32.34781363,0.0401,0.0044,1.0572,1.058
32.357800784,0.0490,-0.0099,1.0304,1.032
32.379551476,0.0461,0.0081,1.0505,1.052
32.381281938,0.0509,0.0248,1.0247,1.026
32.408055092,0.0327,-0.0219,1.0213,1.022
32.409277553,0.0373,-0.0013,1.0257,1.026
32.410112053,0.0374,-0.0275,1.0251,1.026
32.419308476,0.0238,-0.0193,1.0337,1.034
32.428041246,0.0426,0.0006,1.0280,1.029
32.437860476,0.0385,-0.0081,1.0400,1.041
32.447928592,0.0387,0.0275,1.0145,1.016
32.457823746,0.0402,-0.0118,1.0141,1.015
32.475906592,0.0254,-0.0088,1.0211,1.021
32.478369053,0.0340,-0.0159,1.0191,1.020
32.509907169,0.0225,-0.0332,1.0219,1.023
32.511378476,0.0318,0.0050,1.0223,1.023
32.512230938,0.0413,-0.0151,1.0250,1.026
32.521360092,0.0344,0.0170,1.0276,1.028
32.528077361,0.0483,0.0098,1.0302,1.031
32.53795763,0.0327,-0.0160,1.0216,1.022
32.548109399,0.0351,-0.0006,1.0214,1.022
32.557936169,0.0314,-0.0368,1.0260,1.027
32.581220169,0.0224,-0.0062,1.0197,1.020
32.583129707,0.0313,-0.0101,1.0240,1.025
32.614160861,0.0292,-0.0001,1.0285,1.029
32.615312707,0.0459,0.0268,1.0224,1.024
32.616126822,0.0395,-0.0184,1.0319,1.033
32.625576784,0.0373,-0.0021,1.0329,1.034
32.627829246,0.0358,-0.0288,1.0278,1.029
32.637779861,0.0277,-0.0208,1.0381,1.039
32.647907592,0.0413,0.0031,1.0307,1.032
32.657808169,0.0316,-0.0136,1.0213,1.022
32.668278746,0.0467,0.0293,1.0233,1.025
32.682392053,0.0431,-0.0059,1.0164,1.017
32.719167784,0.0298,-0.0093,1.0210,1.021
32.720433361,0.0381,-0.0086,1.0232,1.024
32.721230476,0.0235,-0.0374,1.0274,1.028
32.721865861,0.0330,0.0027,1.0328,1.033
32.727774438,0.0364,-0.0144,1.0329,1.034
32.738325592,0.0366,0.0149,1.0317,1.032
32.747891669,0.0415,0.0107,1.0142,1.015
32.757790861,0.0247,-0.0222,1.0203,1.021
32.768685553,0.0408,-0.0011,1.0268,1.028
32.781817861,0.0253,-0.0392,1.0173,1.018
32.811268322,0.0140,-0.0136,1.0054,1.006
32.812629861,0.0310,-0.0107,1.0100,1.010
32.813619668,0.0210,-0.0088,1.0153,1.016
32.819354553,0.0431,0.0287,1.0202,1.022
32.828064361,0.0379,-0.0166,1.0240,1.025
32.837877438,0.0321,-0.0048,1.0181,1.019
32.847923476,0.0335,-0.0248,1.0203,1.021
32.85803163,0.0134,-0.0303,1.0184,1.019
32.868772168,0.0354,0.0016,1.0161,1.017
32.880176053,0.0285,-0.0161,1.0190,1.020
32.906834668,0.0342,0.0222,1.0129,1.014
32.908313861,0.0445,-0.0043,1.0196,1.021
32.909323822,0.0280,-0.0122,1.0236,1.024
32.91826113,0.0451,-0.0067,1.0243,1.025
32.927893361,0.0249,-0.0360,1.0276,1.028
32.937811822,0.0341,0.0028,1.0295,1.030
32.947921399,0.0406,-0.0149,1.0249,1.026
32.957794361,0.0314,0.0092,1.0245,1.025
32.967897591,0.0465,0.0136,1.0096,1.011
32.977849322,0.0209,-0.0236,1.0028,1.003
32.995522322,0.0311,-0.0026,1.0229,1.023
32.997872861,0.0311,-0.0026,1.0229,1.023
33.007805707,0.0330,-0.0366,1.0240,1.025
33.018263361,0.0244,-0.0126,1.0225,1.023
33.027933361,0.0362,-0.0071,1.0201,1.021
33.038081207,0.0338,-0.0010,1.0321,1.033
33.048139399,0.0366,0.0269,1.0105,1.011
33.058180245,0.0310,-0.0178,1.0122,1.013
33.067997822,0.0192,-0.0088,1.0028,1.003
33.084772438,0.0327,-0.0247,1.0142,1.015
33.089598053,0.0215,-0.0280,1.0246,1.025
33.098576168,0.0324,0.0009,1.0191,1.020
33.113036168,0.0325,-0.0195,1.0053,1.006
33.118349014,0.0441,0.0260,1.0326,1.034
33.127996707,0.0630,0.0066,1.0449,1.047
33.137946053,0.0340,-0.0133,1.0250,1.026
33.147583168,0.0237,-0.0129,1.0043,1.005
33.157529861,0.0233,-0.0403,1.0120,1.013
33.167643976,0.0260,0.0001,1.0150,1.015
33.177614861,0.0338,-0.0172,1.0166,1.017
33.190143322,0.0338,0.0092,1.0217,1.022
33.197692284,0.0463,0.0199,1.0159,1.017
33.20777163,0.0281,-0.0242,1.0068,1.007
33.217729976,0.0279,-0.0056,1.0006,1.001
33.227720822,0.0192,-0.0410,0.9979,0.999
33.237836476,0.0189,-0.0209,1.0094,1.010
33.247710014,0.0388,-0.0065,1.0152,1.016
33.257657784,0.0337,-0.0121,1.0161,1.017
33.267667591,0.0428,0.0285,1.0131,1.014
33.281127745,0.0481,-0.0107,1.0317,1.033
33.314685014,0.0371,-0.0022,1.0164,1.017
33.316258014,0.0380,-0.0155,1.0100,1.011
33.317606784,0.0293,-0.0270,1.0300,1.031
33.318708745,0.0509,0.0121,1.0448,1.046
33.327853822,0.0354,-0.0144,1.0197,1.020
33.338953476,0.0385,0.0236,1.0175,1.019
33.348316976,0.0496,0.0049,1.0211,1.022
33.357944053,0.0276,-0.0151,1.0245,1.025
33.368223822,0.0341,-0.0079,1.0181,1.019
33.380324245,0.0260,-0.0418,1.0228,1.024
33.41040086,0.0319,-0.0001,1.0350,1.035
33.411810553,0.0382,-0.0105,1.0327,1.033
33.41258663,0.0297,0.0051,1.0319,1.032
33.417884514,0.0522,0.0252,1.0230,1.025
33.427912514,0.0338,-0.0183,1.0186,1.019
33.438756053,0.0409,0.0013,1.0276,1.028
33.447893783,0.0413,-0.0294,1.0285,1.030
33.457983245,0.0294,-0.0158,1.0356,1.036
33.468300591,0.0425,-0.0006,1.0301,1.031
33.482596053,0.0307,-0.0094,1.0263,1.027
33.517754976,0.0446,0.0291,1.0141,1.016
33.518965014,0.0395,-0.0142,1.0101,1.011
33.519897283,0.0265,-0.0083,1.0167,1.017
33.520976706,0.0439,-0.0159,1.0202,1.021
33.528951745,0.0233,-0.0320,1.0299,1.031
33.540420476,0.0326,0.0024,1.0310,1.031
33.547874245,0.0298,-0.0191,1.0208,1.021
33.557879783,0.0369,0.0197,1.0319,1.033
33.567916245,0.0498,0.0072,1.0285,1.030
33.582706706,0.0343,-0.0142,1.0365,1.037
33.616957553,0.0414,-0.0029,1.0250,1.026
33.618796553,0.0285,-0.0375,1.0260,1.027
33.619810283,0.0340,0.0005,1.0341,1.035
33.621170437,0.0470,-0.0103,1.0262,1.027
33.628564322,0.0362,0.0037,1.0302,1.031
33.639905591,0.0495,0.0239,1.0241,1.026
33.647948437,0.0435,-0.0166,1.0315,1.033
33.657986514,0.0436,0.0048,1.0355,1.036
33.668040629,0.0443,-0.0271,1.0368,1.038
33.682788052,0.0443,-0.0271,1.0296,1.031
33.714655283,0.0259,-0.0183,1.0296,1.030
33.715884245,0.0429,0.0016,1.0363,1.037
33.716687437,0.0346,-0.0094,1.0296,1.030
33.717843706,0.0404,0.0326,1.0251,1.026
33.727894706,0.0442,-0.0075,1.0274,1.028
33.739353014,0.0322,-0.0064,1.0305,1.031
33.747884052,0.0305,-0.0158,1.0087,1.009
33.757995937,0.0299,-0.0318,1.0466,1.048
33.76817536,0.0392,0.0098,1.0451,1.046
33.782960975,0.0358,-0.0142,1.0340,1.035
33.810196668,0.0375,0.0197,1.0378,1.039
33.811586206,0.0534,0.0120,1.0305,1.032
33.812425706,0.0333,-0.0189,1.0212,1.022
33.817917283,0.0332,-0.0042,1.0125,1.013
33.82815836,0.0087,-0.0465,0.9992,1.000
33.838726745,0.0272,-0.0032,1.0313,1.032
33.847973745,0.0230,-0.0162,0.9916,0.992
33.857890245,0.0209,-0.0034,1.0069,1.007
33.867879091,0.0500,0.0286,1.0199,1.021
