time,gFx,gFy,gFz,TgF
85.467735746,0.0258,-0.0303,1.0129,1.014
85.488684669,0.0453,-0.0160,1.0608,1.062
85.490637708,0.0489,0.0115,1.0499,1.051
85.512692208,0.0442,0.0112,1.0256,1.027
85.514217708,0.0446,0.0125,1.0180,1.019
85.5180639,0.0297,-0.0228,1.0142,1.015
85.529692285,0.0274,-0.0291,1.0274,1.028
85.537965554,0.0258,-0.0204,1.0330,1.034
85.547995631,0.0453,0.0068,1.0367,1.038
85.558004746,0.0404,0.0189,1.0296,1.031
85.567871823,0.0404,0.0189,1.0296,1.031
85.590204285,0.0432,0.0105,1.0174,1.018
85.591825746,0.0333,-0.0243,1.0257,1.027
85.627623246,0.0305,-0.0225,1.0417,1.042
85.629023323,0.0396,-0.0197,1.0378,1.039
85.629862631,0.0371,0.0033,1.0169,1.018
85.630699246,0.0363,0.0129,1.0021,1.003
85.637932438,0.0428,-0.0022,1.0083,1.009
85.6478449,0.0263,-0.0182,1.0203,1.021
85.6579429,0.0252,-0.0320,1.0197,1.021
85.667820285,0.0184,-0.0235,1.0007,1.001
85.688189515,0.0257,-0.0013,1.0028,1.003
85.6897204,0.0347,0.0086,1.0032,1.004
85.716560054,0.0379,0.0028,1.0094,1.010
85.718384592,0.0324,-0.0231,1.0185,1.019
85.719216323,0.0369,-0.0247,1.0288,1.030
85.727999823,0.0307,-0.0138,1.0321,1.033
85.737887054,0.0479,0.0100,1.0444,1.046
85.747882361,0.0474,0.0208,1.0240,1.025
85.758108092,0.0425,0.0013,1.0208,1.022
85.768156631,0.0311,-0.0235,1.0174,1.018
85.778429861,0.0282,-0.0282,1.0322,1.033
85.792927323,0.0224,-0.0145,1.0250,1.025
85.799736438,0.0307,0.0056,1.0304,1.031
85.808322477,0.0381,0.0180,1.0164,1.017
85.823459515,0.0250,-0.0107,1.0059,1.006
85.828120054,0.0176,-0.0217,1.0098,1.010
85.8379894,0.0183,-0.0358,1.0089,1.010
85.847901092,0.0217,-0.0106,1.0162,1.016
85.857859977,0.0343,0.0040,1.0084,1.009
85.867706246,0.0440,0.0132,1.0230,1.024
85.877662169,0.0408,0.0006,1.0307,1.032
85.887646169,0.0518,-0.0173,1.0405,1.042
85.898993361,0.0269,-0.0287,1.0266,1.027
85.907717746,0.0247,-0.0072,1.0175,1.018
85.917662554,0.0369,0.0024,1.0223,1.023
85.927661515,0.0381,0.0219,1.0203,1.021
85.937686438,0.0495,-0.0023,1.0410,1.042
85.947729746,0.0402,-0.0145,1.0337,1.035
85.957668977,0.0319,-0.0252,1.0416,1.042
85.967533054,0.0215,-0.0098,1.0036,1.004
85.977729784,0.0322,0.0055,1.0219,1.022
85.98760213,0.0432,0.0204,1.0260,1.027
86.001236477,0.0398,-0.0143,1.0174,1.018
86.007721477,0.0276,-0.0241,1.0126,1.013
86.017799977,0.0200,-0.0327,1.0133,1.014
86.027840323,0.0254,-0.0034,1.0168,1.017
86.037732707,0.0396,0.0112,1.0294,1.030
86.048222861,0.0458,0.0178,1.0323,1.033
86.058217861,0.0393,-0.0081,1.0349,1.036
86.068115977,0.0496,-0.0161,1.0550,1.056
86.078729284,0.0299,-0.0260,1.0480,1.049
86.09282913,0.0318,-0.0006,1.0108,1.011
86.124192015,0.0368,0.0035,1.0300,1.031
86.125507169,0.0428,0.0242,1.0376,1.039
86.126393784,0.0496,-0.0128,1.0378,1.039
86.127934669,0.0351,-0.0176,1.0318,1.033
86.13812363,0.0288,-0.0285,1.0282,1.029
86.1481779,0.0388,-0.0009,1.0233,1.024
86.157845515,0.0379,0.0134,1.0296,1.030
86.167833784,0.0540,0.0189,1.0315,1.033
86.177960707,0.0410,-0.0144,1.0322,1.033
86.1921279,0.0297,-0.0209,1.0300,1.031
86.220844938,0.0313,-0.0300,1.0280,1.029
86.222286438,0.0410,0.0027,1.0354,1.036
86.223183015,0.0412,0.0132,1.0313,1.032
86.22792663,0.0423,0.0105,1.0239,1.025
86.238097746,0.0423,0.0105,1.0239,1.025
86.248242861,0.0211,-0.0193,1.0241,1.025
86.257843515,0.0195,-0.0280,1.0069,1.007
86.267981899,0.0362,-0.0241,1.0411,1.042
86.278172053,0.0333,0.0048,1.0186,1.019
86.292824246,0.0654,0.0248,1.0824,1.085
86.327054476,0.0690,0.0308,1.0752,1.078
86.32881713,0.0440,-0.0134,1.0470,1.048
86.330586746,0.0392,-0.0183,1.0427,1.044
86.331646399,0.0300,-0.0250,1.0247,1.025
86.338627438,0.0351,0.0007,1.0230,1.024
86.349455861,0.0358,0.0120,1.0151,1.016
86.35794213,0.0387,0.0038,1.0004,1.001
86.367990284,0.0277,-0.0221,1.0219,1.023
86.378160976,0.0195,-0.0341,1.0129,1.014
86.392373784,0.0175,-0.0297,1.0108,1.011
86.422875207,0.0226,-0.0022,1.0026,1.003
86.424264707,0.0462,0.0139,1.0218,1.023
86.425115092,0.0380,0.0055,1.0097,1.010
86.42794513,0.0060,-0.0338,0.9820,0.983
86.437832438,0.0231,-0.0314,1.0085,1.009
86.448433015,0.0277,-0.0208,1.0203,1.021
86.457858092,0.0384,0.0045,1.0161,1.017
86.467894861,0.0423,0.0118,1.0107,1.012
86.478273245,0.0420,0.0056,1.0146,1.015
86.492002169,0.0322,-0.0235,1.0151,1.016
86.527783784,0.0266,-0.0283,1.0272,1.028
86.529246822,0.0322,-0.0158,1.0285,1.029
86.530591207,0.0380,0.0009,1.0181,1.019
86.531537938,0.0660,0.0310,1.0647,1.067
86.539096438,0.0492,0.0011,1.0263,1.028
86.550283053,0.0285,-0.0187,1.0211,1.022
86.55824863,0.0230,-0.0307,1.0212,1.022
86.56781163,0.0231,-0.0187,1.0197,1.020
86.578196899,0.0243,0.0021,1.0130,1.013
86.592272092,0.0441,0.0159,1.0290,1.030
86.613953053,0.0363,-0.0042,1.0101,1.011
86.61527763,0.0285,-0.0239,1.0206,1.021
86.617841784,0.0281,-0.0277,1.0309,1.032
86.627817053,0.0220,-0.0121,1.0119,1.012
86.637822822,0.0330,0.0049,1.0238,1.024
86.64922913,0.0468,0.0213,1.0239,1.025
86.658147861,0.0440,-0.0044,1.0243,1.025
86.668060976,0.0386,-0.0180,1.0290,1.030
86.678162668,0.0321,-0.0266,1.0323,1.033
86.692543361,0.0282,-0.0090,1.0120,1.012
86.716306015,0.0472,0.0090,1.0412,1.042
86.717804591,0.0564,0.0280,1.0505,1.052
86.718741245,0.0484,-0.0035,1.0348,1.036
86.727839591,0.0280,-0.0203,1.0139,1.014
86.737914207,0.0282,-0.0293,1.0238,1.025
86.748992438,0.0191,-0.0082,1.0172,1.017
86.757949938,0.0287,0.0087,1.0206,1.021
86.76867963,0.0386,0.0151,1.0137,1.015
86.777814861,0.0228,-0.0150,0.9940,0.994
86.792769976,0.0188,-0.0292,0.9858,0.986
86.820172438,0.0127,-0.0382,0.9882,0.989
86.821637207,0.0253,-0.0029,1.0107,1.011
86.822517438,0.0308,0.0024,1.0057,1.006
86.827937707,0.0377,0.0181,1.0230,1.024
86.838109284,0.0198,-0.0195,1.0021,1.003
86.849708784,0.0165,-0.0269,0.9999,1.000
86.857951168,0.0194,-0.0298,1.0169,1.018
86.867827014,0.0355,0.0026,1.0260,1.027
86.878163284,0.0381,0.0101,1.0244,1.025
86.893831591,0.0430,0.0188,1.0233,1.024
86.925777745,0.0430,0.0188,1.0282,1.029
86.92709713,0.0454,-0.0125,1.0282,1.029
86.928425514,0.0392,-0.0166,1.0416,1.042
86.929342514,0.0324,-0.0246,1.0341,1.035
86.937786053,0.0366,0.0023,1.0317,1.032
86.94965113,0.0319,0.0121,1.0230,1.024
86.958004437,0.0517,0.0182,1.0400,1.041
86.967848476,0.0417,-0.0142,1.0404,1.041
86.977588053,0.0354,-0.0209,1.0344,1.035
86.988727668,0.0296,-0.0269,1.0370,1.038
86.997764284,0.0370,0.0065,1.0265,1.027
87.007895707,0.0459,0.0107,1.0279,1.029
87.017735707,0.0595,0.0238,1.0539,1.056
87.027550091,0.0496,-0.0129,1.0526,1.054
87.037559322,0.0387,-0.0193,1.0462,1.047
87.04775336,0.0308,-0.0221,1.0333,1.034
87.057663245,0.0357,0.0034,1.0148,1.015
87.067673091,0.0344,0.0110,1.0203,1.021
87.077726707,0.0391,0.0081,1.0213,1.022
87.087631937,0.0318,-0.0186,1.0310,1.032
87.097708591,0.0341,-0.0224,1.0438,1.045
87.107752284,0.0384,-0.0175,1.0476,1.048
87.117609668,0.0420,0.0038,1.0313,1.032
87.127619707,0.0641,0.0257,1.0611,1.063
87.13751686,0.0364,0.0053,1.0069,1.008
87.147627283,0.0329,-0.0227,1.0300,1.031
87.158045245,0.0382,-0.0258,1.0374,1.038
87.168187899,0.0349,-0.0247,1.0317,1.033
87.178085553,0.0495,0.0104,1.0427,1.044
87.192101283,0.0530,0.0167,1.0291,1.031
87.199910937,0.0391,0.0042,1.0156,1.016
87.22011736,0.0220,-0.0264,1.0046,1.005
87.221484745,0.0199,-0.0327,1.0173,1.018
87.227917245,0.0230,-0.0149,1.0218,1.022
87.238012783,0.0408,0.0067,1.0304,1.031
87.247952899,0.0364,0.0182,1.0168,1.018
87.258007899,0.0404,0.0010,1.0223,1.023
87.268242437,0.0333,-0.0188,1.0269,1.028
87.278090553,0.0344,-0.0232,1.0444,1.045
87.293828706,0.0296,-0.0132,1.0190,1.020
87.298225822,0.0359,0.0045,1.0273,1.028
87.32389563,0.0409,0.0156,1.0260,1.027
87.325399783,0.0507,0.0027,1.0451,1.046
87.328073976,0.0410,-0.0171,1.0345,1.035
87.338088937,0.0500,-0.0181,1.0605,1.062
87.348053168,0.0366,-0.0045,1.0382,1.039
87.357968014,0.0407,0.0104,1.0339,1.035
87.368548322,0.0480,0.0226,1.0324,1.034
87.377979553,0.0380,-0.0046,1.0196,1.020
87.392141399,0.0314,-0.0203,1.0139,1.015
87.398107245,0.0180,-0.0325,1.0144,1.015
87.418010322,0.0296,-0.0024,1.0203,1.021
87.419203476,0.0399,0.0059,1.0271,1.028
87.427935553,0.0404,0.0210,1.0230,1.024
87.43819536,0.0333,-0.0120,1.0144,1.015
87.448008552,0.0298,-0.0202,1.0199,1.020
87.458147745,0.0331,-0.0253,1.0340,1.035
87.468424283,0.0311,-0.0045,1.0243,1.025
87.478250783,0.0246,0.0073,1.0162,1.017
87.488171437,0.0395,0.0165,1.0156,1.016
87.49828886,0.0552,-0.0006,1.0670,1.068
87.511650014,0.0552,-0.0062,1.0782,1.080
87.543972976,0.0680,-0.0110,1.0909,1.093
87.545496591,0.0412,0.0027,1.0335,1.034
87.546390322,0.0453,0.0132,1.0418,1.043
87.547958552,0.0542,0.0206,1.0416,1.043
87.557968706,0.0343,-0.0160,1.0272,1.028
87.568308629,0.0314,-0.0230,1.0227,1.023
87.578010206,0.0314,-0.0230,1.0227,1.023
87.588040975,0.0215,-0.0320,1.0246,1.025
87.598199437,0.0238,-0.0005,1.0079,1.008
87.611388052,0.0216,-0.0023,0.9881,0.988
87.639320822,0.0352,0.0107,1.0035,1.004
87.640924283,0.0344,-0.0189,1.0221,1.023
87.641721706,0.0260,-0.0255,1.0238,1.024
87.647873783,0.0261,-0.0257,1.0236,1.024
87.658034975,0.0335,-0.0004,1.0119,1.012
87.668582937,0.0353,0.0104,1.0150,1.016
87.677891129,0.0313,0.0023,0.9936,0.994
87.688018206,0.0272,-0.0244,1.0178,1.018
87.697915398,0.0272,-0.0265,1.0257,1.026
87.709650629,0.0250,-0.0271,1.0185,1.019
87.738257206,0.0384,0.0031,1.0213,1.022
87.739414129,0.0458,0.0151,1.0327,1.034
87.740764706,0.0373,0.0083,1.0203,1.021
87.74773836,0.0274,-0.0225,1.0269,1.028
87.75773386,0.0336,-0.0226,1.0393,1.040
87.768493898,0.0329,-0.0189,1.0351,1.036
87.777661975,0.0398,0.0075,1.0256,1.026
87.787582206,0.0404,0.0161,1.0100,1.011
87.797618206,0.0446,0.0086,1.0188,1.020
87.807647975,0.0314,-0.0217,1.0184,1.019
87.819457245,0.0220,-0.0309,1.0201,1.021
87.827628514,0.0290,-0.0160,1.0298,1.030
87.837829591,0.0390,0.0034,1.0291,1.030
87.847848975,0.0473,0.0211,1.0326,1.034
87.857831552,0.0297,-0.0067,0.9981,0.999
87.869083975,0.0236,-0.0265,1.0222,1.023
87.877797168,0.0160,-0.0354,1.0134,1.014
87.887894552,0.0233,-0.0155,1.0085,1.009
87.897668321,0.0432,0.0128,1.0409,1.042
87.907691475,0.0391,0.0154,1.0124,1.013
87.922381398,0.0381,-0.0031,1.0241,1.025
87.927636552,0.0272,-0.0242,1.0129,1.014
87.937625437,0.0424,-0.0226,1.0547,1.056
87.947756206,0.0248,-0.0098,1.0168,1.017
87.957815168,0.0348,0.0061,1.0201,1.021
87.968569206,0.0452,0.0213,1.0238,1.025
87.97826486,0.0508,-0.0013,1.0394,1.041
87.988127475,0.0468,-0.0133,1.0444,1.046
87.998230937,0.0318,-0.0290,1.0384,1.039
88.013121783,0.0269,-0.0048,1.0261,1.026
88.035785475,0.0303,0.0021,1.0233,1.024
88.037194129,0.0158,0.0078,0.9766,0.977
88.038985629,0.0155,-0.0237,0.9822,0.983
88.047889206,0.0237,-0.0244,1.0206,1.021
88.057805283,0.0122,-0.0348,1.0034,1.004
88.069178283,0.0231,-0.0059,1.0045,1.005
88.077823475,0.0298,0.0072,1.0157,1.016
88.088544821,0.0459,0.0171,1.0283,1.029
88.098042437,0.0355,-0.0098,1.0378,1.038
88.113152706,0.0311,-0.0195,1.0249,1.026
88.145332629,0.0264,-0.0277,1.0289,1.030
88.146700552,0.0369,0.0046,1.0316,1.032
88.148402975,0.0354,0.0078,1.0223,1.023
88.149352014,0.0434,0.0160,1.0225,1.024
88.157762514,0.0369,-0.0173,1.0291,1.030
88.169842898,0.0353,-0.0203,1.0334,1.034
88.177902206,0.0246,-0.0283,1.0276,1.028
88.187882898,0.0384,0.0034,1.0276,1.028
88.19791759,0.0491,0.0166,1.0448,1.046
88.215309706,0.0472,0.0169,1.0365,1.038
88.220691321,0.0382,-0.0154,1.0379,1.039
88.240575244,0.0304,-0.0247,1.0352,1.036
88.242221975,0.0304,-0.0247,1.0351,1.036
88.248014821,0.0298,-0.0230,1.0351,1.036
88.257902437,0.0390,0.0026,1.0243,1.025
88.268964513,0.0355,0.0134,1.0150,1.016
88.277598821,0.0480,0.0118,1.0294,1.031
88.290715283,0.0407,-0.0166,1.0414,1.042
88.29764336,0.0390,-0.0214,1.0461,1.047
88.307571629,0.0426,-0.0164,1.0550,1.056
88.317943013,0.0452,0.0122,1.0359,1.037
88.327641013,0.0493,0.0169,1.0261,1.027
88.338031898,0.0435,0.0077,1.0207,1.022
88.34826559,0.0298,-0.0241,1.0186,1.019
88.358214398,0.0253,-0.0294,1.0177,1.018
88.368673629,0.0123,-0.0244,1.0002,1.001
88.378064052,0.0208,-0.0026,0.9960,0.996
88.398028936,0.0431,0.0228,1.0276,1.029
88.399626206,0.0526,0.0099,1.0469,1.048
88.425882936,0.0574,-0.0111,1.0575,1.059
88.427505783,0.0271,-0.0299,1.0216,1.022
88.428490975,0.0261,-0.0117,1.0228,1.023
88.437729398,0.0325,0.0038,1.0172,1.018
88.448231552,0.0364,0.0145,1.0020,1.003
88.457787321,0.0290,-0.0122,0.9926,0.993
88.468081744,0.0311,-0.0227,1.0207,1.021
88.477972321,0.0319,-0.0269,1.0289,1.030
88.497917552,0.0391,-0.0081,1.0304,1.031
88.499536783,0.0481,0.0122,1.0385,1.040
88.525796898,0.0504,0.0181,1.0279,1.029
88.527115782,0.0374,-0.0057,1.0258,1.027
88.528414398,0.0270,-0.0211,1.0161,1.017
88.537873667,0.0183,-0.0326,1.0158,1.017
88.548140936,0.0311,-0.0022,1.0283,1.029
88.55780109,0.0351,0.0053,1.0280,1.029
88.567956898,0.0452,0.0231,1.0362,1.037
88.577873244,0.0545,-0.0042,1.0644,1.066
88.598060552,0.0451,-0.0137,1.0588,1.060
88.599621898,0.0287,-0.0282,1.0433,1.044
88.631079013,0.0322,-0.0023,1.0256,1.026
88.632318705,0.0305,0.0011,1.0074,1.008
88.633112552,0.0413,0.0129,1.0133,1.014
88.642617282,0.0420,-0.0145,1.0306,1.032
88.648035513,0.0325,-0.0231,1.0289,1.030
88.657762552,0.0288,-0.0269,1.0250,1.026
88.668073052,0.0391,0.0002,1.0211,1.022
88.677866244,0.0443,0.0145,1.0323,1.033
88.698785744,0.0529,0.0193,1.0371,1.039
88.701006129,0.0368,-0.0125,1.0309,1.032
88.734002744,0.0380,-0.0175,1.0335,1.034
88.736830782,0.0346,-0.0261,1.0381,1.039
88.738135359,0.0420,0.0061,1.0332,1.034
88.739068052,0.0511,0.0147,1.0377,1.039
88.748030013,0.0504,0.0154,1.0361,1.037
88.758047398,0.0352,-0.0195,1.0346,1.035
88.768117282,0.0346,-0.0238,1.0250,1.026
88.778075628,0.0266,-0.0227,1.0224,1.023
88.799651705,0.0410,0.0038,1.0208,1.022
88.801586052,0.0421,0.0127,1.0123,1.013
88.826160667,0.0487,0.0107,1.0254,1.027
88.82741509,0.0341,-0.0194,1.0097,1.010
88.82833609,0.0239,-0.0290,1.0190,1.020
88.838613475,0.0239,-0.0177,1.0228,1.023
88.848036321,0.0319,0.0022,1.0134,1.014
88.857899359,0.0346,0.0169,1.0125,1.013
88.868119244,0.0380,0.0005,1.0224,1.023
88.878133936,-0.0072,-0.0420,0.9606,0.962
88.900108436,0.0476,-0.0200,1.0746,1.076
88.903969205,0.0257,-0.0193,1.0285,1.029
88.923412667,0.0257,-0.0193,1.0285,1.029
88.924581821,0.0150,-0.0065,0.9821,0.982
88.928029128,0.0445,0.0133,1.0148,1.016
88.938299244,0.0529,0.0032,1.0480,1.049
88.947932821,0.0352,-0.0225,1.0323,1.033
88.958126359,0.0298,-0.0307,1.0376,1.038
88.968101244,0.0397,-0.0017,1.0493,1.050
88.978084013,0.0447,0.0083,1.0360,1.037
88.999329782,0.0342,0.0172,1.0134,1.014
89.001014898,0.0351,-0.0109,1.0189,1.020
89.031215398,0.0184,-0.0252,0.9951,0.996
89.032686398,0.0217,-0.0314,1.0181,1.019
89.033556359,0.0387,0.0002,1.0337,1.034
89.042027898,0.0313,0.0037,1.0162,1.017
89.047913974,0.0453,0.0202,1.0236,1.025
89.058196051,0.0404,-0.0072,1.0407,1.042
89.067629744,0.0247,-0.0202,1.0306,1.031
89.077651821,0.0359,-0.0217,1.0502,1.051
89.093446128,0.0435,0.0018,1.0443,1.045
89.097738282,0.0462,0.0129,1.0360,1.037
89.112393359,0.0515,0.0166,1.0298,1.031
89.117622128,0.0415,-0.0087,1.0420,1.043
89.127542013,0.0395,-0.0175,1.0374,1.038
89.13846059,0.0370,-0.0263,1.0322,1.033
89.147589513,0.0504,0.0104,1.0481,1.049
89.158321859,0.0456,0.0103,1.0246,1.026
89.168092167,0.0349,0.0117,1.0074,1.008
89.178034205,0.0238,-0.0259,1.0030,1.004
89.20023282,0.0177,-0.0291,0.9963,0.997
89.201868974,-0.0021,-0.0388,0.9729,0.974
89.234114474,0.0559,0.0147,1.0586,1.060
89.235272013,0.0697,0.0269,1.0775,1.080
89.236049705,0.0623,0.0177,1.0526,1.055
89.245599936,0.0457,-0.0164,1.0482,1.049
89.247998551,0.0292,-0.0268,1.0372,1.038
89.257897859,0.0347,-0.0181,1.0454,1.046
89.268019051,0.0495,0.0098,1.0489,1.050
89.277837013,0.0392,0.0165,1.0105,1.011
89.300854705,0.0492,0.0042,1.0309,1.032
89.302482436,0.0319,-0.0236,1.0267,1.027
89.334144474,0.0188,-0.0344,1.0122,1.013
89.335351782,0.0178,-0.0206,1.0151,1.015
89.336159705,0.0321,0.0078,1.0174,1.018
89.338019667,0.0408,0.0162,1.0140,1.015
89.347939128,0.0446,0.0070,1.0373,1.038
89.357784859,0.0337,-0.0231,1.0277,1.028
89.367890205,0.0308,-0.0281,1.0280,1.029
89.377808051,0.0299,-0.0099,1.0240,1.024
89.400344897,0.0358,0.0060,1.0186,1.019
89.401967051,0.0336,0.0169,1.0059,1.007
89.433513359,0.0329,-0.0089,1.0024,1.003
89.435135705,0.0331,-0.0188,1.0156,1.016
89.436168782,0.0336,-0.0263,1.0352,1.036
89.438083705,0.0439,0.0010,1.0410,1.042
89.447859282,0.0299,0.0043,1.0122,1.013
89.457929282,0.0376,0.0181,1.0067,1.008
89.467865359,0.0311,-0.0118,1.0096,1.010
89.477601897,0.0447,-0.0120,1.0512,1.052
89.487738397,0.0418,-0.0211,1.0547,1.056
89.497649474,0.0425,0.0020,1.0478,1.049
89.511937128,0.0480,0.0159,1.0451,1.046
89.517614013,0.0461,0.0172,1.0298,1.031
89.527653782,0.0341,-0.0127,1.0283,1.029
89.537738474,0.0332,-0.0225,1.0306,1.031
89.547660513,0.0298,-0.0264,1.0300,1.031
89.558198013,0.0396,0.0049,1.0326,1.033
89.568103359,0.0396,0.0049,1.0326,1.033
89.578175243,0.0366,0.0097,1.0299,1.031
89.588229205,0.0446,0.0197,1.0374,1.039
89.601968282,0.0347,-0.0175,1.0319,1.033
89.626562089,0.0395,-0.0167,1.0480,1.049
89.628227705,0.0303,-0.0247,1.0387,1.039
89.628994897,0.0439,0.0054,1.0330,1.034
89.637899782,0.0480,0.0167,1.0425,1.044
89.647869589,0.0608,0.0199,1.0550,1.057
89.657817666,0.0452,-0.0148,1.0461,1.047
89.66802082,0.0343,-0.0230,1.0414,1.042
89.678163743,0.0266,-0.0221,1.0279,1.029
89.689663512,0.0402,0.0059,1.0312,1.032
89.702450205,0.0448,0.0191,1.0230,1.024
89.735498397,0.0292,-0.0020,0.9954,0.996
89.736683974,0.0217,-0.0243,1.0118,1.012
89.73753482,0.0254,-0.0319,1.0221,1.023
89.739854589,0.0241,-0.0188,1.0166,1.017
89.74794032,0.0349,0.0056,1.0158,1.016
89.758368051,0.0332,0.0100,1.0013,1.002
89.768071397,0.0376,0.0002,1.0166,1.017
89.777820512,0.0304,-0.0239,1.0230,1.024
89.788618782,0.0286,-0.0269,1.0313,1.032
89.802402859,0.0274,-0.0116,1.0278,1.028
89.838002435,0.0308,0.0017,1.0086,1.009
89.840847551,0.0351,0.0164,1.0103,1.011
89.841530051,0.0303,-0.0092,1.0134,1.014
89.842184935,0.0299,-0.0219,1.0180,1.019
89.847954435,0.0280,-0.0281,1.0355,1.036
89.857989012,0.0380,0.0005,1.0328,1.034
89.867983666,0.0434,0.0117,1.0371,1.038
89.877931858,0.0470,0.0239,1.0315,1.033
89.888207051,0.0382,-0.0111,1.0282,1.029
89.902274705,0.0279,-0.0191,1.0274,1.028
89.932530051,0.0352,-0.0294,1.0368,1.038
89.934316781,0.0360,-0.0002,1.0321,1.033
89.935435089,0.0388,0.0117,1.0280,1.029
89.938178551,0.0450,0.0170,1.0183,1.019
89.948244589,0.0355,-0.0110,1.0239,1.025
89.958462243,0.0261,-0.0249,1.0097,1.010
89.968105589,0.0285,-0.0277,1.0203,1.021
89.978173743,0.0351,-0.0012,1.0136,1.014
89.988276243,0.0452,0.0087,1.0218,1.023
90.002842974,0.0469,0.0140,1.0236,1.025
90.029954051,0.0332,-0.0220,1.0192,1.020
90.031298358,0.0402,-0.0208,1.0383,1.039
90.03209732,0.0238,-0.0286,1.0212,1.022
90.038081935,0.0365,0.0006,1.0177,1.018
90.047759474,0.0408,0.0116,1.0274,1.028
90.057877166,0.0506,0.0140,1.0298,1.031
90.067771204,0.0353,-0.0215,1.0255,1.026
90.077922974,0.0325,-0.0239,1.0368,1.038
90.087798666,0.0257,-0.0252,1.0272,1.028
90.098606935,0.0329,0.0039,1.0162,1.017
90.113226743,0.0199,0.0072,0.9694,0.970
90.117607128,0.0117,-0.0131,0.9436,0.944
90.127636628,-0.0068,-0.0384,0.9441,0.945
90.137732666,0.0195,-0.0351,0.9997,1.001
90.147568743,0.0222,-0.0147,1.0309,1.031
90.159099089,0.0552,0.0166,1.0684,1.070
90.168048051,0.0346,0.0111,1.0024,1.003
90.178019243,0.0395,-0.0011,1.0262,1.027
90.188126012,0.0332,-0.0243,1.0214,1.022
90.19967032,0.0290,-0.0309,1.0260,1.027
90.230528704,0.0244,-0.0125,1.0162,1.017
90.23193982,0.0452,0.0128,1.0444,1.045
90.232983012,0.0476,0.0232,1.0328,1.034
90.238018781,0.0407,-0.0050,1.0333,1.034
90.248362704,0.0407,-0.0050,1.0333,1.034
90.259105897,0.0250,-0.0285,1.0273,1.028
90.26795532,0.0250,-0.0285,1.0273,1.028
90.278048281,0.0266,-0.0046,1.0087,1.009
90.28800032,0.0337,0.0079,1.0201,1.021
90.299982435,0.0418,0.0209,1.0161,1.017
90.328719397,0.0410,-0.0094,1.0335,1.034
90.330205897,0.0379,-0.0134,1.0368,1.038
90.33119632,0.0324,-0.0296,1.0305,1.031
90.337980589,0.0330,-0.0001,1.0240,1.025
90.347973281,0.0484,0.0140,1.0341,1.035
90.358868243,0.0502,0.0186,1.0296,1.031
90.367993166,0.0319,-0.0160,1.0183,1.019
90.378590781,0.0311,-0.0238,1.0255,1.026
90.387927281,0.0287,-0.0272,1.0271,1.028
90.402866897,0.0346,-0.0005,1.0142,1.015
90.435686743,0.0327,0.0044,1.0040,1.005
90.436852435,0.0381,0.0068,1.0189,1.020
90.438182627,0.0327,-0.0192,1.0361,1.037
90.438945743,0.0261,-0.0285,1.0236,1.024
90.448059358,0.0258,-0.0225,1.0316,1.032
90.459494666,0.0451,0.0099,1.0372,1.038
90.46794982,0.0290,0.0087,1.0023,1.003
90.478108666,0.0331,0.0050,1.0021,1.003
90.487768973,0.0376,-0.0210,1.0345,1.035
90.502565781,0.0391,-0.0193,1.0483,1.049
90.533622781,0.0222,-0.0214,1.0157,1.016
90.534962012,0.0290,0.0023,1.0116,1.012
90.535760012,0.0353,0.0148,1.0008,1.002
90.537900281,0.0359,-0.0035,1.0123,1.013
90.547814089,0.0252,-0.0252,1.0105,1.011
90.559918627,0.0210,-0.0353,1.0268,1.028
90.567889781,0.0243,-0.0105,1.0300,1.030
90.577886166,0.0406,0.0072,1.0390,1.040
90.587901627,0.0454,0.0217,1.0256,1.027
90.604872435,0.0403,-0.0066,1.0266,1.027
90.609447243,0.0294,-0.0249,1.0285,1.029
90.631578896,0.0310,-0.0302,1.0395,1.040
90.633242819,0.0332,-0.0049,1.0298,1.030
90.637903243,0.0407,0.0094,1.0291,1.030
90.648054589,0.0381,0.0153,1.0090,1.010
90.657920666,0.0338,-0.0125,1.0186,1.019
90.667673819,0.0283,-0.0239,1.0137,1.014
90.679372819,0.0272,-0.0287,1.0260,1.027
90.687664512,0.0347,-0.0007,1.0240,1.025
90.697631781,0.0318,0.0094,1.0221,1.023
90.70822705,0.0379,0.0155,1.0166,1.017
90.718399589,0.0412,-0.0131,1.0365,1.037
90.727819627,0.0359,-0.0178,1.0345,1.035
90.738074781,0.0305,-0.0260,1.0372,1.038
90.747804281,0.0359,0.0062,1.0334,1.034
90.758403127,0.0382,0.0118,1.0400,1.041
90.768140281,0.0500,0.0172,1.0433,1.045
90.786831319,0.0425,-0.0129,1.0511,1.052
90.788769935,0.0296,-0.0244,1.0279,1.029
90.813370358,0.0241,-0.0265,1.0196,1.020
90.814525935,0.0325,0.0024,1.0102,1.011
90.817939242,0.0388,0.0132,1.0118,1.013
90.827827896,0.0415,0.0073,1.0168,1.018
90.837971858,0.0331,-0.0215,1.0200,1.021
90.847856858,0.0376,-0.0250,1.0398,1.041
90.858252281,0.0441,-0.0097,1.0498,1.051
90.867890358,0.0503,0.0095,1.0445,1.046
90.878141512,0.0464,0.0221,1.0295,1.031
90.88822555,0.0419,-0.0024,1.0129,1.014
90.904788512,0.0402,-0.0217,1.0326,1.034
90.908410165,0.0315,-0.0260,1.0396,1.040
90.92992955,0.0327,-0.0106,1.0389,1.039
